 |  |  |  |  | Микромолия ташкилотлари ва ломбардлар фаолиятини мувофиқлаштириш ва тартибга солиш тўғрисидаги низомга 3-ИЛОВА |  |  |  | 
"CLEVER MIKROMOLIYA TASHKILOTI" MCHJнинг |  |  |  |  |  |  |  |  | Ўзгартириш киритилмасин!!!
(ташкилотнинг номи) |  |  |  |  |  |  |  |  | 
2026 йил "8" июн ҳолатига |  |  |  |  |  |  |  |  | 
бухгалтерия баланси |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  | сўмда |  | 
Ҳисобварақ рақами | Ҳисобварақ номи | Ҳисобот санаси бошига қолдиқ |  | Дебет | Кредит | Ҳисобот санаси охирига қолдиқ |  |  | 
 |  | Дебет | Кредит |  |  | Дебет | Кредит |  | 
15401 | Банк бўлмаган молиявий муассасаларга берилган узоқ муддатли кредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15405 | Банк бўлмаган молиявий муассасаларга берилган шартлари қайта кўриб чиқилган узоқ муддатли кредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15499 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Банк бўлмаган молиявий муассасаларга берилган узоқ муддатли кредитлар (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15600 | МИКРОЛИЗИНГ (МОЛИЯВИЙ ИЖАРА) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15607 | Микролизинг | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15617 | Муддати ўтган микролизинг | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15619 | Шартлари қайта кўриб чиқилган микролизинг | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15699 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Микролизинг (молиявий ижара) (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15700 | СУД ЖАРАЁНИДАГИ КРЕДИТЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15701 | Жисмоний шахсларга берилган суд жараёнидаги кредитлар (микроқарзлар) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15703 | Якка тартибдаги тадбиркорларга берилган суд жараёнидаги микрокредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15705 | Нотариуснинг ижро хати олинган муддати ўтган кредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15707 | Юридик шахсларга берилган суд жараёнидаги микрокредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15709 | Суд жараёнидаги микролизинг | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15799 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Суд жараёнидаги кредитлар (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15800 | ШЎЪБА МОЛИЯ ТАШКИЛОТЛАРИГА ҚИЛИНГАН ИНВЕСТИЦИЯЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15801 | Шўъба молия ташкилотарига қилинган инвестициялар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15899 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Шўъба молия ташкилотарига қилинган инвестициялар (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15900 | АМОРТИЗАЦИЯ ҚИЙМАТИ БЎЙИЧА БАҲОЛАНГАН ИНВЕСТИЦИЯЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15901 | Давлат хазина векселлари | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15905 | Давлат облигациялари | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15909 | ЎзРМБнинг облигациялари ва бошқа қарз қимматли қоғозлари | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15979 | Бошқа қимматли қоғозлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15989 | Амортизацияланадиган қиймати бўйича баҳоланадиган қарз қимматли қоғозларни харид қилиш бўйича харажатлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15991 | Амортизацияланадиган қиймати бўйича баҳоланадиган қарз қимматли қоғозлар бўйича дисконт (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15993 | Амортизацияланадиган қиймати бўйича баҳоланадиган қарз қимматли қоғозлар бўйича мукофот | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15999 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Амортизацияланадиган қиймати бўйича баҳоланадиган қарз қимматли қоғозларга қилинган инвестициялар (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
16100 | БОШ ОФИС/ФИЛИАЛДАН ОЛИНАДИГАН МАБЛАҒЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
16101 | Бош офис/филиалдан олинадиган маблағлар - Нақд пуллар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
16103 | Бош офис/филиалдан олинадиган маблағлар - Нақдсиз маблағлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
16109 | Бош офис/филиалдан олинадиган маблағлар - Флоат | 0 | 0 | 0 | 0 | 0 | 0 |  | 

